"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.topic","Input.stance","Input.argument","Input.fallacy_type","Answer.ee","Answer.feedback","Answer.q1_valid","Approve","Reject"
"36BTXXLZ2V9UYKDHGLHDJ1Z2SJ5R4N","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:02 PDT 2024","","","3QIYRE09Y3IUD7M0QZMW13JM3RBN1P","AKSLU0C30G3JT","Approved","Sun Apr 14 07:13:28 PDT 2024","Sun Apr 14 07:13:40 PDT 2024","Wed Apr 17 07:13:40 PDT 2024","Wed Apr 17 07:14:08 PDT 2024","","","12","100% (8116/8116)","0% (0/0)","0% (0/0)","There should be no age restrictions on cosmetic surgery.","supporting","Cosmetics surgury is not dangerous.","faulty generalization","11.076","{}","5"
"36BTXXLZ2V9UYKDHGLHDJ1Z2SJ5R4N","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:02 PDT 2024","","","3IAS3U3I0FHZ1JFZ6DH1FRTXE8M2B7","A345TDMHP3DQ3G","Approved","Sun Apr 14 14:42:28 PDT 2024","Sun Apr 14 14:42:54 PDT 2024","Wed Apr 17 14:42:54 PDT 2024","Wed Apr 17 14:43:08 PDT 2024","","","26","100% (25796/25796)","0% (0/0)","0% (0/0)","There should be no age restrictions on cosmetic surgery.","supporting","Cosmetics surgury is not dangerous.","faulty generalization","26.1","{}","5"
"3PZDSVZ3J5I9JMLPNE0WAHUSRMH4ND","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:03 PDT 2024","","","3URFVVM165J43TRHVB7A7SVSO2HZUI","AKSLU0C30G3JT","Approved","Sun Apr 14 07:12:50 PDT 2024","Sun Apr 14 07:13:04 PDT 2024","Wed Apr 17 07:13:04 PDT 2024","Wed Apr 17 07:13:08 PDT 2024","","","14","100% (8116/8116)","0% (0/0)","0% (0/0)","Creating awareness of the LGBT community, decreases discrimination.","counter","The Lgbt community is a minority.","None","12.47","{}","5"
"3PZDSVZ3J5I9JMLPNE0WAHUSRMH4ND","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:03 PDT 2024","","","34S9DKFK73QR3DX32OT5FQUWACQYN4","A345TDMHP3DQ3G","Approved","Sun Apr 14 10:39:36 PDT 2024","Sun Apr 14 10:39:53 PDT 2024","Wed Apr 17 10:39:53 PDT 2024","Wed Apr 17 10:40:09 PDT 2024","","","17","100% (25796/25796)","0% (0/0)","0% (0/0)","Creating awareness of the LGBT community, decreases discrimination.","counter","The Lgbt community is a minority.","None","17.225","{}","5"
"3URJ6VVYUPOR17L1OT09P6UXHWM4OS","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:09 PDT 2024","","","3L6L49WXW0Y7FHDD9H9C5KQ3OQM54V","AKSLU0C30G3JT","Approved","Sun Apr 14 07:19:45 PDT 2024","Sun Apr 14 07:20:12 PDT 2024","Wed Apr 17 07:20:12 PDT 2024","Wed Apr 17 07:21:08 PDT 2024","","","27","100% (8116/8116)","0% (0/0)","0% (0/0)","Subsidizing student loans is bad.","counter","Subidized student loan payments are a good thing.","None","25.025","{}","0"
"3URJ6VVYUPOR17L1OT09P6UXHWM4OS","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:09 PDT 2024","","","31Z0PCVWUKG6J66MCBPHBCGRVV3T7Z","A345TDMHP3DQ3G","Approved","Sun Apr 14 10:40:23 PDT 2024","Sun Apr 14 10:40:31 PDT 2024","Wed Apr 17 10:40:31 PDT 2024","Wed Apr 17 10:41:08 PDT 2024","","","8","100% (25796/25796)","0% (0/0)","0% (0/0)","Subsidizing student loans is bad.","counter","Subidized student loan payments are a good thing.","None","7.053","{}","2"
"3URJ6VVYUPOR17L1OT09P6UXHWM4OS","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:09 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:09 PDT 2024","","","3IRIK4HM3AL6TPQ67FPZGOGRDFLC61","AD1ILDUXZHASF","Approved","Tue Apr 16 06:52:03 PDT 2024","Tue Apr 16 06:52:28 PDT 2024","Fri Apr 19 06:52:28 PDT 2024","Fri Apr 19 06:53:08 PDT 2024","","","25","100% (26919/26919)","0% (0/0)","0% (0/0)","Subsidizing student loans is bad.","counter","Subidized student loan payments are a good thing.","None","22.61","{}","0"
"309D674SHZMADH97D3152K6M2AKBC8","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:03 PDT 2024","","","3M0BCWMB8VXLDZD6KX683Y9MIF6WB8","AKSLU0C30G3JT","Approved","Sun Apr 14 07:08:35 PDT 2024","Sun Apr 14 07:09:01 PDT 2024","Wed Apr 17 07:09:01 PDT 2024","Wed Apr 17 07:09:08 PDT 2024","","","26","100% (8116/8116)","0% (0/0)","0% (0/0)","The sex of a child does not define their value.","counter","Gender is a defining characteristic of humanity.","None","24.709","{}","10"
"309D674SHZMADH97D3152K6M2AKBC8","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Thu Apr 18 11:26:03 PDT 2024","","","3PS7W85Z8Z3AXPUFR8N1P87XQLVT9F","A345TDMHP3DQ3G","Approved","Sun Apr 14 14:06:22 PDT 2024","Sun Apr 14 14:06:38 PDT 2024","Wed Apr 17 14:06:38 PDT 2024","Wed Apr 17 14:07:08 PDT 2024","","","16","100% (25796/25796)","0% (0/0)","0% (0/0)","The sex of a child does not define their value.","counter","Gender is a defining characteristic of humanity.","None","14.746","{}","1"
"3Y3CZJSZ9KUCU3HHUQ0NOT5GSF0R5S","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:10 PDT 2024","","","3WJ1OXY92AH54OCWGGQ6U7MUIQO8AG","AKSLU0C30G3JT","Approved","Sun Apr 14 10:03:38 PDT 2024","Sun Apr 14 10:04:05 PDT 2024","Wed Apr 17 10:04:05 PDT 2024","Wed Apr 17 10:04:15 PDT 2024","","","27","100% (8116/8116)","0% (0/0)","0% (0/0)","Just because a few people are louder than others, laws shouldn't be changed to accommodate them.","counter","The loudest people have the most power.  If you change the laws, the loud people will be happy.","faulty generalization","26.12","{}","7"
"3Y3CZJSZ9KUCU3HHUQ0NOT5GSF0R5S","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:10 PDT 2024","","","3M0BCWMB8VXLDZD6KX683Y9MIFFBWW","AD1ILDUXZHASF","Approved","Sun Apr 14 12:13:50 PDT 2024","Sun Apr 14 12:14:08 PDT 2024","Wed Apr 17 12:14:08 PDT 2024","Wed Apr 17 12:14:11 PDT 2024","","","18","100% (26919/26919)","0% (0/0)","0% (0/0)","Just because a few people are louder than others, laws shouldn't be changed to accommodate them.","counter","The loudest people have the most power.  If you change the laws, the loud people will be happy.","faulty generalization","16.754","{}","6"
"3Y3CZJSZ9KUCU3HHUQ0NOT5GSF0R5S","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Wed Apr 17 06:52:10 PDT 2024","","","37UQDCYH6XWLWYABH6PWCU4CSHPV7P","A345TDMHP3DQ3G","Approved","Sun Apr 14 15:29:30 PDT 2024","Sun Apr 14 15:29:47 PDT 2024","Wed Apr 17 15:29:47 PDT 2024","Wed Apr 17 15:30:08 PDT 2024","","","17","100% (25796/25796)","0% (0/0)","0% (0/0)","Just because a few people are louder than others, laws shouldn't be changed to accommodate them.","counter","The loudest people have the most power.  If you change the laws, the loud people will be happy.","faulty generalization","16.774","{}","5"
"3VP28W7DUNLDYRWXAJ79W8YSQQXZFC","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Sun Apr 21 06:52:15 PDT 2024","","","33SA9F9TRXVJK2PQUO8Y46F7LCJWE8","AKSLU0C30G3JT","Approved","Sun Apr 14 07:09:52 PDT 2024","Sun Apr 14 07:10:06 PDT 2024","Wed Apr 17 07:10:06 PDT 2024","Wed Apr 17 07:10:08 PDT 2024","","","14","100% (8116/8116)","0% (0/0)","0% (0/0)","There should not be parades that celebrate homosexuality.","supporting","Parades celebrating homsexual behavior are not good for society.","faulty generalization","12.741","{}","0"
"3VP28W7DUNLDYRWXAJ79W8YSQQXZFC","3FE8IUW5NG89GIWQXSIZU429DCB99N","Determine the logical fallacy type","Given a topic, a stance, and an argument, you are asked to evaluate whether the given argument is a logical fallacy. If it is, you are tasked with selecting the fallacy type.","topic, argument, stance, logical fallacy","$0.03","Sun Apr 14 06:52:10 PDT 2024","3","BatchId:5209806;OriginalHitTemplateId:928390828;","3600","259200","Sun Apr 21 06:52:15 PDT 2024","","","3ND9UOO81K3XQ8ZIBAV2H15RUAWWL9","A345TDMHP3DQ3G","Approved","Sun Apr 14 15:36:42 PDT 2024","Sun Apr 14 15:36:55 PDT 2024","Wed Apr 17 15:36:55 PDT 2024","Wed Apr 17 15:37:08 PDT 2024","","","13","100% (25796/25796)","0% (0/0)","0% (0/0)","There should not be parades that celebrate homosexuality.","supporting","Parades celebrating homsexual behavior are not good for society.","faulty generalization","12.508","{}","0"
