0,1
The laws of _________________ (.) are only applicable to 18 years and older.,0.15901251137256622
LGBT people are generally attractive to others.,0.02705804631114006
Subsidizing loans is bad for the economy.,0.02812431938946247
A child should be an adult and not a son.,0.025652732700109482
Speak loudly and clearly.,0.02689901553094387
Parades are for the sexual enjoyment of the public.,0.03436288982629776
Getting rid of the tax burdens is a mistake.,0.025099826976656914
Most child actors are not able to live a normal life.,0.024781888350844383
A lack of laws will make people unattractive.,0.027177846059203148
prostitution should not be considered as a criminal offense,0.02718481980264187
Workers are entitled to decide their pay.,0.026445608586072922
People who are not doctors cannot find alternative remedies for their ailments.,0.06114979460835457
"The United States has over a billion surrogates, and this is the third-largest economy in the world as compared to most countries.",0.16474193334579468
Economic sanctions tend to be more effective in preventing criminal damage.,0.024914223700761795
Natural remedies have no adverse physiological effects.,0.026184353977441788
The risk of brain injury increases with age.,0.023966647684574127
IP copyrights should be banned.,0.029205460101366043
Homeopathic remedies can cause diseases.,0.025815486907958984
The most dangerous things in the world are the ones that our children see or hear.,0.5216622948646545
Parents tend to be lazy and work harder to stay at home.,0.26748329401016235
It is wrong to believe that most human beings are capable of birthing babies.,0.9605626463890076
Children are safe for cosmetic surgery.,0.028227780014276505
Racial profiling is discriminatory against blacks.,0.026028649881482124
Capital punishment puts moral hazard to all people.,0.02514488250017166
Safe spaces should not be built.,0.027082208544015884
IP Copyrights are unbreakable.,0.030224084854125977
To be a safe place to live is to have sheltered spaces which could provide for sex and other activities,0.6661708950996399
The act of selling bodies is illegal.,0.027932310476899147
"younger people have bigger brains, so they can work more efficiently.",0.7005924582481384
Homeopathy is unregulated and not regulated,0.027775095775723457
Naturopathic methods can make a difference.,0.028549406677484512
Gun ownership gives people the right to possess their own firearms.,0.024616820737719536
Capital punishment is the most brutal form of execution.,0.024287937209010124
Space exploration has profound impacts on humanity.,0.024930892512202263
Economic sanctions affect citizens more than governments.,0.026812154799699783
Sex selection causes the population to spike.,0.02573614940047264
fathers are not the same as males,0.026510434225201607
An electoral system is a good way to compete.,0.026990428566932678
Using energy for good causes bad effects,0.24963848292827606
People don't like losing their right to bear arms.,0.02452394925057888
Prostitution will not be a criminal offense,0.025033514946699142
Capital punishment is the worst form of punishment that we have in history.,0.03596396744251251
The black market does not exist in the United States.,0.02709796093404293
The sexual behaviour of virgins is a choice.,0.026224518194794655
Age discrimination leads to a lack of leadership,0.9797675609588623
Some gun owners are against the right to hold the weapon.,0.025357685983181
Surrogate mothers can bring good children into the world.,0.025387370958924294
"Retirement is a time to live, not to work.",0.024659430608153343
Economic sanctions are an economic tool to deter a state from being in power.,0.02936188131570816
Cosmetic surgery is illegal in their jurisdiction.,0.028170978650450706
Television can be abandoned as it is a necessity.,0.025253567844629288
Naturopathic treatments are safe.,0.02835821360349655
Multiparty systems have fewer problems that one party can get away with.,0.024515245109796524
Telemarketing is intrusive,0.026847556233406067
Children play a crucial role in society.,0.026124773547053337
"In practice, compulsory voting is useless.",0.024406814947724342
A child who is a surrogate is always sexy.,0.0255737267434597
Telemarketing is intrusive.,0.02798951417207718
Judges must be fair.,0.028029486536979675
Alternative medicines are not just effective for treating disease.,0.025312015786767006
Legalising sex selection causes bias among genders,0.3340805768966675
Apparent language would require more resources.,0.026499949395656586
No one is a minor at all.,0.02612549439072609
Gender neutral language is good for gender equality.,0.02401939034461975
Weapons pose a serious threat to civilians.,0.027155006304383278
The social system favours an active role in politics.,0.02359500341117382
Capital punishment is cruel and inhumane.,0.026220161467790604
Multiparty systems encourage equal representation in the state and society.,0.06434240192174911
"A person, whether a manager or not, is an important part of the workforce.",0.026169145479798317
sanctions violate the economic ties between governments.,0.03551959991455078
Prostitution promotes the need for gender equality.,0.061932578682899475
Arms holders can only buy one weapon.,0.02792620100080967
Flags are not in any way to be depicted.,0.02676408365368843
IP rights have to be abolished in order to have a legal impact.,0.028788484632968903
Capital punishment is the only policy that does not result in serious crime.,0.028882425278425217
Benefits for all are equal without age discrimination.,0.02431894652545452
The whale is not part of the human race.,0.028092287480831146
Child actors are an important part of entertainment.,0.02743244729936123
Artificial environments are not productive.,0.027539368718862534
Free expression for all people is protected by the law.,0.024969417601823807
Foster care makes those children feel safe.,0.02661384642124176
space exploration brings new discoveries,0.024070030078291893
University can be free.,0.02907690778374672
Capital punishment can be viewed as a deterrent.,0.028051305562257767
Prostitution is a crime that is illegal.,0.029537109658122063
Dad is a good father.,0.027359753847122192
Prostitution is illegal and inconvenient.,0.02846251055598259
The government should subsidize all loans for the students,0.9226957559585571
Free speech is a fundamental right in every country.,0.025940140709280968
space exploration is an waste of resources,0.06165453791618347
a baby is derived from sex by sperm,0.024171756580471992
Public defenders will work better in a more fair system.,0.04102793708443642
Space is for personal safety,0.024594131857156754
Christians are allies.,0.03055967390537262
Organs are not sold in the black market.,0.02764100208878517
Freedom of speech is vital for democracy,0.025981351733207703
People do not want to vote at all.,0.025820767506957054
Zero tolerance has many positive effects on children.,0.025147220119833946
Organ trade can have major social and economic benefits.,0.03475813567638397
Public defenders protect citizens.,0.028206467628479004
Scientology is an open and honest scientific religion.,0.04899735003709793
Elections are a choice made by people.,0.025716515257954597
Counseling is an important part of being a defendant.,0.02664230950176716
The foster system teaches that children receive the best education they can.,0.09879659861326218
People also generally want to keep their family safe by doing anything like hunting.,0.030828719958662987
There is no evidence of scientology in the US,0.026102732867002487
Conflict can lead to disputes over property.,0.02449829690158367
Most people worship in religion.,0.029079142957925797
Intellectual property is the most important right of the citizen.,0.02475520223379135
zero tolerance for children leads to higher crime rates.,0.9878376722335815
Compensating only the executives is not an appropriate measure of employee morale.,0.8748304843902588
Free speech rights are protected by the law.,0.025408143177628517
Multi-party system allows everyone to make their own choices.,0.02382940985262394
Using the same name just makes people feel worse.,0.9683964252471924
Pregnancy is not a medical or medical condition.,0.02680201828479767
Religions prevent children from having knowledge of their faith.,0.024934614077210426
A title gives an executive more time.,0.029199393466114998
